Annee;Diplôme;Numéro de l'établissement;Établissement;Établissement actuel;Code de l'académie;Académie;Code du domaine;Domaine;Code de la discipline;Discipline;situation;Remarque;Nombre de réponses;Taux de réponse;Poids de la discipline;Taux d’insertion;Taux d'emploi;Taux d'emploi salarié en France;% emplois cadre ou professions intermédiaires;% emplois stables;% emplois à temps plein;Salaire net médian des emplois à temps plein;Salaire brut annuel estimé;% de diplômés boursiers;Taux de chômage régional;Salaire net mensuel médian régional;% emplois cadre;% emplois extérieurs à la région de l’université;% femmes;Salaire net mensuel régional 1er quartile;Salaire net mensuel régional 3ème quartile;cle_ETAB;cle_DISC;Id_Paysage
2014;MASTER LMD;0751722P;Paris Pierre et Marie Curie;Sorbonne Université (Sorbonne U);A01;Paris;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;21;52;7;ns;;;ns;ns;ns;ns;ns;29;8.3;2050;ns;ns;ns;1610;2560;Paris Pierre et Marie Curie_30;disc01_30;3RMeh
2014;MASTER LMD;0751722P;Paris Pierre et Marie Curie;Sorbonne Université (Sorbonne U);A01;Paris;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;;21;52;7;ns;;;ns;ns;ns;ns;ns;29;8.3;2050;ns;ns;ns;1610;2560;Paris Pierre et Marie Curie_18;disc05_18;3RMeh
2014;MASTER LMD;0751722P;Paris Pierre et Marie Curie;Sorbonne Université (Sorbonne U);A01;Paris;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;105;55;30;66;;;92;36;96;1860;29100;29;8.3;2050;67;28;67;1610;2560;Paris Pierre et Marie Curie_18;disc13_18;3RMeh
2014;MASTER LMD;0751722P;Paris Pierre et Marie Curie;Sorbonne Université (Sorbonne U);A01;Paris;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;105;55;30;83;;;92;57;95;1860;29000;29;8.3;2050;69;28;67;1610;2560;Paris Pierre et Marie Curie_30;disc13_30;3RMeh
2014;MASTER LMD;0751722P;Paris Pierre et Marie Curie;Sorbonne Université (Sorbonne U);A01;Paris;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;;75;67;21;93;;;100;91;99;2310;36000;29;8.3;2050;97;25;18;1610;2560;Paris Pierre et Marie Curie_30;disc15_30;3RMeh
2014;MASTER LMD;0751722P;Paris Pierre et Marie Curie;Sorbonne Université (Sorbonne U);A01;Paris;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;75;67;21;93;;;100;87;100;2320;36200;29;8.3;2050;95;11;10;1610;2560;Paris Pierre et Marie Curie_18;disc16_18;3RMeh
2014;MASTER LMD;0751723R;Paris 7 - Denis Diderot;Université Paris Cité;A01;Paris;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;;88;64;31;86;;;85;64;88;1720;26800;24;8.3;2050;68;21;73;1610;2560;Paris 7 - Denis Diderot_18;disc06_18;5KpJ9
2014;MASTER LMD;0751723R;Paris 7 - Denis Diderot;Université Paris Cité;A01;Paris;SHS;Sciences humaines et sociales;disc09;Psychologie;18 mois après le diplôme;;35;64;12;86;;;84;59;56;ns;ns;24;8.3;2050;84;28;88;1610;2560;Paris 7 - Denis Diderot_18;disc09_18;5KpJ9
2014;MASTER LMD;0751723R;Paris 7 - Denis Diderot;Université Paris Cité;A01;Paris;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;38;59;14;83;;;ns;ns;ns;ns;ns;24;8.3;2050;ns;35;68;1610;2560;Paris 7 - Denis Diderot_18;disc13_18;5KpJ9
2014;MASTER LMD;0751723R;Paris 7 - Denis Diderot;Université Paris Cité;A01;Paris;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;38;59;14;89;;;91;74;100;1950;30400;24;8.3;2050;85;35;68;1610;2560;Paris 7 - Denis Diderot_30;disc13_30;5KpJ9
2014;MASTER LMD;0751723R;Paris 7 - Denis Diderot;Université Paris Cité;A01;Paris;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;;10;75;4;ns;;;ns;ns;ns;ns;ns;24;8.3;2050;ns;ns;ns;1610;2560;Paris 7 - Denis Diderot_18;disc17_18;5KpJ9
2014;MASTER LMD;0751723R;Paris 7 - Denis Diderot;Université Paris Cité;A01;Paris;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;10;75;4;ns;;;ns;ns;ns;ns;ns;24;8.3;2050;ns;ns;ns;1610;2560;Paris 7 - Denis Diderot_30;disc17_30;5KpJ9
2020;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;152;59;19;95;93;78;96;81;100;2440;38100;21.45;6.8;2300;87;23;60;1700;2840;Paris 1 - Panthéon Sorbonne_18;disc04_18;6G2TU
2020;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;152;59;19;99;99;84;96;92;100;2750;42900;21.45;6.8;2300;90;23;60;1700;2840;Paris 1 - Panthéon Sorbonne_30;disc04_30;6G2TU
2020;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;18 mois après le diplôme;;72;58;9;88;78;68;76;57;87;ns;28100;21.45;6.8;2300;53;18;52;1700;2840;Paris 1 - Panthéon Sorbonne_18;disc08_18;6G2TU
2020;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;;3;33;0;ns;ns;ns;ns;ns;ns;ns;ns;21.45;6.8;2300;ns;ns;ns;1700;2840;Paris 1 - Panthéon Sorbonne_30;disc10_30;6G2TU
2020;MASTER LMD;0751719L;Paris 3 - Sorbonne Nouvelle;;A01;Paris;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;;131;49;61;89;86;61;93;58;79;1830;28500;29.5;6.8;2300;49;18;80;1700;2840;Paris 3 - Sorbonne Nouvelle_18;disc06_18;8k883
2020;MASTER LMD;0751719L;Paris 3 - Sorbonne Nouvelle;;A01;Paris;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;;38;53;16;92;87;76;90;52;75;ns;ns;29.5;6.8;2300;59;13;80;1700;2840;Paris 3 - Sorbonne Nouvelle_18;disc10_18;8k883
2020;MASTER LMD;0751719L;Paris 3 - Sorbonne Nouvelle;;A01;Paris;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;;53;59;23;83;79;57;88;59;85;ns;ns;29.5;6.8;2300;43;36;76;1700;2840;Paris 3 - Sorbonne Nouvelle_18;disc11_18;8k883
2020;MASTER LMD;0751719L;Paris 3 - Sorbonne Nouvelle;;A01;Paris;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;53;59;23;96;86;83;86;45;90;1930;30200;29.5;6.8;2300;38;36;76;1700;2840;Paris 3 - Sorbonne Nouvelle_30;disc11_30;8k883
2020;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);54;27;18;84;77;58;72;72;93;ns;27800;27.19;6.8;2300;48;24;87;1700;2840;Sorbonne Université_18;disc06_18;bxPQe
2020;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);48;26;15;92;91;75;96;78;96;ns;32500;27.19;6.8;2300;75;12;70;1700;2840;Sorbonne Université_18;disc10_18;bxPQe
2020;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);65;52;11;84;77;71;98;79;100;2810;43800;27.19;6.8;2300;89;18;44;1700;2840;Sorbonne Université_30;disc14_30;bxPQe
2020;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);42;49;7;69;66;57;ns;ns;ns;ns;ns;27.19;6.8;2300;ns;8;31;1700;2840;Sorbonne Université_18;disc15_18;bxPQe
2020;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);70;57;12;91;88;82;96;94;100;ns;39000;27.19;6.8;2300;95;22;14;1700;2840;Sorbonne Université_18;disc16_18;bxPQe
2020;MASTER LMD;0755976N;Université de Paris;;A01;Paris;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;;98;58;18;82;77;61;88;59;91;1830;28500;20.78;6.8;2300;59;27;83;1700;2840;Université de Paris_18;disc06_18;5cZyU
2020;MASTER LMD;0755976N;Université de Paris;;A01;Paris;SHS;Sciences humaines et sociales;disc09;Psychologie;18 mois après le diplôme;;126;57;23;89;87;82;98;59;65;1900;29600;20.78;6.8;2300;96;25;88;1700;2840;Université de Paris_18;disc09_18;5cZyU
2020;MASTER LMD;0755976N;Université de Paris;;A01;Paris;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;;0;ns;ns;nd;nd;nd;nd;nd;nd;nd;nd;20.78;6.8;2300;nd;nd;nd;1700;2840;Université de Paris_30;disc10_30;5cZyU
2020;MASTER LMD;0755976N;Université de Paris;;A01;Paris;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;133;51;24;90;81;76;94;62;93;2400;37400;20.78;6.8;2300;89;22;46;1700;2840;Université de Paris_18;disc12_18;5cZyU
2020;MASTER LMD;0755976N;Université de Paris;;A01;Paris;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;18 mois après le diplôme;;29;51;5;ns;ns;ns;ns;ns;ns;ns;ns;20.78;6.8;2300;ns;ns;ns;1700;2840;Université de Paris_18;disc14_18;5cZyU
2020;MASTER LMD;0755976N;Université de Paris;;A01;Paris;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;;6;43;1;ns;ns;ns;ns;ns;ns;ns;ns;20.78;6.8;2300;ns;ns;ns;1700;2840;Université de Paris_18;disc15_18;5cZyU
2020;MASTER LMD;0755976N;Université de Paris;;A01;Paris;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;17;56;3;ns;ns;ns;ns;ns;ns;ns;ns;20.78;6.8;2300;ns;ns;ns;1700;2840;Université de Paris_30;disc17_30;5cZyU
2012;MASTER LMD;0750736T;Paris - Dauphine;;A01;Paris;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;Université n'ayant pas participé à l'enquête;0;;;;;;;;;;;33;9;2020;;;;1580;2530;Paris - Dauphine_18;disc01_18;C6Ps7
2012;MASTER LMD;0750736T;Paris - Dauphine;;A01;Paris;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;Université n'ayant pas participé à l'enquête;0;;;;;;;;;;;33;9;2020;;;;1580;2530;Paris - Dauphine_18;disc02_18;C6Ps7
2012;MASTER LMD;0750736T;Paris - Dauphine;;A01;Paris;DEG;Droit, économie et gestion;disc03;Économie;30 mois après le diplôme;Université n'ayant pas participé à l'enquête;0;;;;;;;;;;;33;9;2020;;;;1580;2530;Paris - Dauphine_30;disc03_30;C6Ps7
2012;MASTER LMD;0750736T;Paris - Dauphine;;A01;Paris;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;Université n'ayant pas participé à l'enquête;0;;;;;;;;;;;33;9;2020;;;;1580;2530;Paris - Dauphine_30;disc04_30;C6Ps7
2012;MASTER LMD;0750736T;Paris - Dauphine;;A01;Paris;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;Université n'ayant pas participé à l'enquête;0;;;;;;;;;;;33;9;2020;;;;1580;2530;Paris - Dauphine_18;disc16_18;C6Ps7
2012;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;;96;77;11;82;;;80;53;81;1510;23500;18;9;2020;37;32;77;1580;2530;Paris 1 - Panthéon Sorbonne_18;disc06_18;6G2TU
2012;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;;23;61;3;ns;;;ns;ns;ns;ns;ns;18;9;2020;ns;ns;ns;1580;2530;Paris 1 - Panthéon Sorbonne_30;disc16_30;6G2TU
2012;MASTER LMD;0751718K;Paris 2 - Panthéon Assas;Université Paris-Panthéon-Assas;A01;Paris;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;204;51;88;86;;;94;73;100;2280;35500;9;9;2020;84;13;58;1580;2530;Paris 2 - Panthéon Assas_18;disc01_18;GBpkg
2012;MASTER LMD;0751718K;Paris 2 - Panthéon Assas;Université Paris-Panthéon-Assas;A01;Paris;DEG;Droit, économie et gestion;disc03;Économie;18 mois après le diplôme;;38;54;16;81;;;ns;ns;ns;ns;ns;9;9;2020;ns;ns;47;1580;2530;Paris 2 - Panthéon Assas_18;disc03_18;GBpkg
2012;MASTER LMD;0751718K;Paris 2 - Panthéon Assas;Université Paris-Panthéon-Assas;A01;Paris;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;35;63;12;82;;;ns;ns;ns;ns;ns;9;9;2020;ns;ns;65;1580;2530;Paris 2 - Panthéon Assas_18;disc07_18;GBpkg
2012;MASTER LMD;0751719L;Paris 3 - Sorbonne Nouvelle;;A01;Paris;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;70;61;37;89;;;61;58;92;1700;26500;26;9;2020;45;24;78;1580;2530;Paris 3 - Sorbonne Nouvelle_30;disc07_30;8k883
2012;MASTER LMD;0751719L;Paris 3 - Sorbonne Nouvelle;;A01;Paris;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;;39;74;20;72;;;ns;ns;ns;ns;ns;26;9;2020;ns;17;76;1580;2530;Paris 3 - Sorbonne Nouvelle_18;disc10_18;8k883
2012;MASTER LMD;0751719L;Paris 3 - Sorbonne Nouvelle;;A01;Paris;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;31;51;16;87;;;ns;ns;ns;ns;ns;26;9;2020;ns;ns;80;1580;2530;Paris 3 - Sorbonne Nouvelle_30;disc11_30;8k883
2012;MASTER ENS;0751720M;Paris 4 - Sorbonne;Sorbonne Université (Sorbonne U);A01;Paris;MEEF;Masters enseignement;disc18;Masters enseignement;30 mois après le diplôme;;125;57;100;99;;;99;95;96;1700;26500;31;9;2020;98;6;93;1580;2530;Paris 4 - Sorbonne_30;disc18_30;kvciR
2012;MASTER LMD;0751720M;Paris 4 - Sorbonne;Sorbonne Université (Sorbonne U);A01;Paris;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;;103;61;33;85;;;77;70;90;1780;27700;18;9;2020;67;36;82;1580;2530;Paris 4 - Sorbonne_30;disc06_30;kvciR
2012;MASTER LMD;0751721N;Paris René Descartes;Université Paris Cité;A01;Paris;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;;24;68;7;ns;;;ns;ns;ns;ns;ns;16;9;2020;ns;ns;ns;1580;2530;Paris René Descartes_18;disc02_18;O2v0H
2012;MASTER LMD;0751721N;Paris René Descartes;Université Paris Cité;A01;Paris;DEG;Droit, économie et gestion;disc03;Économie;18 mois après le diplôme;;9;46;3;ns;;;ns;ns;ns;ns;ns;16;9;2020;ns;ns;ns;1580;2530;Paris René Descartes_18;disc03_18;O2v0H
2012;MASTER LMD;0751721N;Paris René Descartes;Université Paris Cité;A01;Paris;SHS;Sciences humaines et sociales;disc09;Psychologie;30 mois après le diplôme;;103;75;28;88;;;95;59;58;1700;26500;16;9;2020;89;26;93;1580;2530;Paris René Descartes_30;disc09_30;O2v0H
2012;MASTER LMD;0751721N;Paris René Descartes;Université Paris Cité;A01;Paris;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;;80;73;22;91;;;90;53;94;1750;27300;16;9;2020;62;19;83;1580;2530;Paris René Descartes_18;disc11_18;O2v0H
2012;MASTER LMD;0751721N;Paris René Descartes;Université Paris Cité;A01;Paris;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;29;63;9;ns;;;ns;ns;ns;ns;ns;16;9;2020;ns;ns;ns;1580;2530;Paris René Descartes_30;disc13_30;O2v0H
2012;MASTER LMD;0751721N;Paris René Descartes;Université Paris Cité;A01;Paris;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;29;63;9;ns;;;ns;ns;ns;ns;ns;16;9;2020;ns;ns;ns;1580;2530;Paris René Descartes_18;disc13_18;O2v0H
2012;MASTER LMD;0751721N;Paris René Descartes;Université Paris Cité;A01;Paris;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;;5;86;2;ns;;;ns;ns;ns;ns;ns;16;9;2020;ns;ns;ns;1580;2530;Paris René Descartes_30;disc16_30;O2v0H
2012;MASTER LMD;0751721N;Paris René Descartes;Université Paris Cité;A01;Paris;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;5;86;2;ns;;;ns;ns;ns;ns;ns;16;9;2020;ns;ns;ns;1580;2530;Paris René Descartes_18;disc16_18;O2v0H
2012;MASTER LMD;0751722P;Paris Pierre et Marie Curie;Sorbonne Université (Sorbonne U);A01;Paris;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;23;50;9;ns;;;ns;ns;ns;ns;ns;22;9;2020;ns;ns;ns;1580;2530;Paris Pierre et Marie Curie_30;disc01_30;3RMeh
2012;MASTER LMD;0751722P;Paris Pierre et Marie Curie;Sorbonne Université (Sorbonne U);A01;Paris;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;;54;62;18;92;;;100;92;100;2100;32800;22;9;2020;100;24;17;1580;2530;Paris Pierre et Marie Curie_18;disc15_18;3RMeh
2012;MASTER LMD;0751722P;Paris Pierre et Marie Curie;Sorbonne Université (Sorbonne U);A01;Paris;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;;65;54;21;91;;;100;95;100;2400;37400;22;9;2020;98;13;10;1580;2530;Paris Pierre et Marie Curie_30;disc16_30;3RMeh
2012;MASTER LMD;0751723R;Paris 7 - Denis Diderot;Université Paris Cité;A01;Paris;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;85;61;33;82;;;81;71;69;1700;26500;22;9;2020;67;32;82;1580;2530;Paris 7 - Denis Diderot_30;disc07_30;5KpJ9
2012;MASTER LMD;0751723R;Paris 7 - Denis Diderot;Université Paris Cité;A01;Paris;SHS;Sciences humaines et sociales;disc09;Psychologie;18 mois après le diplôme;;42;62;16;86;;;86;50;42;ns;ns;22;9;2020;86;51;92;1580;2530;Paris 7 - Denis Diderot_18;disc09_18;5KpJ9
2012;MASTER LMD;0751723R;Paris 7 - Denis Diderot;Université Paris Cité;A01;Paris;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;30;67;11;83;;;ns;ns;ns;ns;ns;22;9;2020;ns;ns;ns;1580;2530;Paris 7 - Denis Diderot_30;disc11_30;5KpJ9
2012;MASTER LMD;0751723R;Paris 7 - Denis Diderot;Université Paris Cité;A01;Paris;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;103;57;42;86;;;94;62;98;2030;31700;22;9;2020;85;26;46;1580;2530;Paris 7 - Denis Diderot_18;disc12_18;5KpJ9
2012;MASTER LMD;0751723R;Paris 7 - Denis Diderot;Université Paris Cité;A01;Paris;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;40;58;16;85;;;94;44;97;1950;30400;22;9;2020;84;27;57;1580;2530;Paris 7 - Denis Diderot_18;disc13_18;5KpJ9
2012;MASTER LMD;0751723R;Paris 7 - Denis Diderot;Université Paris Cité;A01;Paris;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;;16;65;7;ns;;;ns;ns;ns;ns;ns;22;9;2020;ns;ns;ns;1580;2530;Paris 7 - Denis Diderot_30;disc16_30;5KpJ9
2010;MASTER LMD;0750736T;Paris - Dauphine;;A01;Paris;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;Université n'ayant pas participé à l'enquête;;;;;;;;;;;;;8.8;1990;nd;nd;nd;;;Paris - Dauphine_30;disc01_30;C6Ps7
2010;MASTER LMD;0750736T;Paris - Dauphine;;A01;Paris;DEG;Droit, économie et gestion;disc03;Économie;30 mois après le diplôme;Université n'ayant pas participé à l'enquête;;;;;;;;;;;;;8.8;1990;nd;nd;nd;;;Paris - Dauphine_30;disc03_30;C6Ps7
2010;MASTER LMD;0750736T;Paris - Dauphine;;A01;Paris;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;Université n'ayant pas participé à l'enquête;;;;;;;;;;;;;8.8;1990;nd;nd;nd;;;Paris - Dauphine_30;disc07_30;C6Ps7
2010;MASTER LMD;0751718K;Paris 2 - Panthéon Assas;Université Paris-Panthéon-Assas;A01;Paris;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);68;36;40;94;;;94;86;97;2400;37400;12;8.8;1990;nd;nd;nd;;;Paris 2 - Panthéon Assas_30;disc02_30;GBpkg
2010;MASTER LMD;0751718K;Paris 2 - Panthéon Assas;Université Paris-Panthéon-Assas;A01;Paris;DEG;Droit, économie et gestion;disc03;Économie;30 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);24;59;14;ns;;;ns;ns;ns;ns;ns;12;8.8;1990;nd;nd;nd;;;Paris 2 - Panthéon Assas_30;disc03_30;GBpkg
2010;MASTER LMD;0751719L;Paris 3 - Sorbonne Nouvelle;;A01;Paris;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;20;60;12;ns;;;ns;ns;ns;ns;ns;21;8.8;1990;nd;nd;nd;;;Paris 3 - Sorbonne Nouvelle_30;disc11_30;8k883
